ID,MinReqsText,RecReqsText
2990,Minimum: Windows XP/2000 XP SP2 / 2000 SP4 256 MB RAM 64 MB* video card 2.0 GHz Pentium® 4 or AMD® 2000+ processor DirectX compatible sound card 3.5 GB free hard drive space DirectX 9.0c TCP/IP required for LAN play 512kbs minimum Broadband connection requiredFlatOut 2 supports gamepads. Gamepad with 8 buttons minimum (to support all configurable game commands) is recommended.* FlatOut 2 supports the following Chipsets nVidia Geforce FX 5/6/7 series ATI Radeon 9600 Pro/XT and above ATI Radeon X200 and above. On-board/ integrated graphics cards and laptops not supported.,
3000,Minimum System Requirements: Windows 98/ME/2000/XP P IV/AMD Athlon processor with 1.8 GHz 256 MB RAM Video card with 64 MB DX 8.0 compatible (GeForce 3 or ATI Radeon 9200)* Sound card DX 8.0 compatible 25 GB of free space on hard drive DirectX 9.0c 56k Modem (for Internet multiplayer mode)Recommended System Requirements: Windows 98/ME/2000/XP P IV/AMD Athlon processor with 2.5 GHz 512 MB RAM Video card with 128 MB DX 9.0 compatible (GeForce 5700 or ATI Radeon 9600)* Sound card DX 8.0 compatible 25 GB of free space on hard drive DirectX 9.0c ISDN Internet connection (for Internet multiplayer mode)Please note that video cards that do not support T&L in hardware do not fully meet the games minimum spec and will therefore suffer performance issues. The game requires video card with Pixel Shader 1.1. The Game was not tested with onboard graphics cards including laptops.*The game does not support GeForce 4MX video cards.,
3010,Minimum System Requirements: Windows 98/ME/2000/XP P III/AMD Athlon processor with 1.3 GHz 256 MB RAM Video card with 64 MB DX 8.0 compatible (GeForce 3 or ATI Radeon 9200) Sound card DX 8.0 compatible 1 GB of free space on hard drive DirectX 9.0c 56k Modem (for Internet multiplayer mode),
3020,Windows® 2000/XP (only) 2.2 GHz Pentium® 4 AMD Athlon™ 2400+ or 2.4 GHz Celeron or better (3 GHz Pentium 4 AMD Athlon 3000+ or 3 GHz Celeron or better recommended) 512 MB RAM (1 GB recommended) nVidia: GF6600 ATI: Radeon 9800 or better video card* DirectX 9-compliant sound device DirectX 9.0c or higher 2 GB Hard Drive Space Windows-compliant mouse and keyboard*Supported Video Cards at Time of Release: nVidia GeForce 6600 6800 7600 7800 7900 ATI Radeon: 9800 X800 X1300 X1600 X1800. X1900,
3050,Minimum:                                        Supported OS: Windows 2000/XP/Vista                    Processor: P4/AMD Athlon processor with 1.8GHz                     Memory: 256MB RAM                    Graphics: Graphics card with 128MB DX 9.0 compatible (GeForce FX 5700 or ATI Radeon 9600)                    DirectX Version: DirectX 9.0c                     Sound: DirectX 8.0 compliant sound device                     Hard Drive: 2 GB,Recommended:                                        Supported OS: Windows XP/Vista                    Processor: P4/AMD Athlon processor with 2.5GHz                    Memory: 512MB RAM                    Graphics: Graphics card with 128MB DX 9.0c compatible (GeForce 6600GT or ATI Radeon 9800)                    DirectX Version: DirectX 9.0c                     Sound: Direct X 8.0 compliant                     Hard Drive:  2 GB free hard disk space
3130,Minimum:OS: Windows XP (service pack 1)Processor: Intel Pentium 4 26 GHz (Athlon 3000+)Memory: 1 GB RAMGraphics: NVIDIA GeForce 6200 or ATI Radeon 9600 (128 MB RAM)DirectX(r): 9.0cHard Drive: 5 GB of free hard disc spaceSound: Sound card compatible with DirectX 9.0c,Recommended:OS: Windows XP (service pack 1) / Windows VistaProcessor: Core 2 Duo 233 GHzMemory: 2 GB RAMGraphics: NVIDIA GeForce 8600 or ATI Radeon HD 2600 (256 MB RAM)DirectX(r): 9.0cHard Drive: 5 GB of free hard disc spaceSound: Sound card compatible with DirectX 9.0c
3170,Minimum:OS: Windows XP/VistaProcessor: 2.6GHzMemory: 1GBGraphics: nVidia GeForce 6600 with 128 MB or equivalent ATIHard Drive: 5.5 GB of free spaceSound: DirectX-compatible soundcard,Recommended:OS: Windows XP/Vista Processor: 3 GHzMemory: 2 GBGraphics: nVidia GeForce 7950GT with 512 MB or equivalent ATIHard Drive: 5.5 GB of free spaceSound: DirectX-compatible soundcard
3200,Minimum Requirements: Win 98/2000/Me/XP 1GHz Processor 256MB RAM DirextX 9.0 64MB Video Card 3.4GB HDD SpaceRecommended Requirements: 3GHz Processor 512MB RAM 128MB Video Card,
3230,Minimum: Windows 2000/XP/XP 64/Vista 1.5 GHz Intel or equivalent/faster processor 512 MB of RAM 2.5 GB of hard disk space DirectX9.0c or higher 128 MB GeForce 4 4200 Ti/Radeon 9500 DirectSound compatible sound card Keyboard and two-button mouse with scroll wheel Multiplayer: LAN or 56K Internet connectionRecommended: Windows 2000/XP/XP 64/Vista 2.5 GHz Intel or equivalent/faster 1 GB RAM 2.5 GB of free hard drive space 256 MB GeForce 6600/Radeon X1600 DirectX 9.0c DirectSound compatible sound card with 5.1 speaker output Keyboard and two-button mouse with scroll wheel,
3260,Minimum: Windows(r) 2000/XP 800 MHz Pentium(r) III or equivalent/ faster processor 64 MB of RAM DirectX 9.0c or higher 64 MB DirectX(r) 9.0c compliant video card DirectX(r) 9.0c compatible sound card mouse keyboardRecommended: Windows XP 1 GHz Intel Pentium 4 or equivalent/faster 128 RAM 64 MB DirectX(r) 9.0c Compliant Video Card DirectX 9.0c 3D Compatible sound card mouse keyboard,
3270,MINIMUMSupported OS: Microsoft(R) Windows(R) XP/VistaProcessor: 1.5 GHz Intel Pentium III or AMD Athlon processorRAM: 512MB RAMHard Drive: 2.5 GB availableDirectX Version: 128 MB DirectX(R) 9 Compatible Video Card (NVIDIA(R) GeForce(R) FX 5600 ATI(TM) Radeon(TM) 9600 or Better)Sound: DirectX 9 or better compatible sound cardRECOMMENDEDSupported OS: Microsoft(R) Windows(R) XP/VistaProcessor: 2.4 GHz Intel Pentium 4 or AMD Athlon processorRAM: 1024 MBHard Drive: 2.5 GB availableDirectX Version: 256 MB DirectX(R) 9 Compatible Video Card (NVIDIA(R) GeForce(R) 7800 ATI(TM) Radeon(TM) X1800 or Better)Sound: DirectX 9 or better compatible sound card,
3300,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3310,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3320,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3330,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3340,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3350,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3360,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3380,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3390,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3400,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3410,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3420,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3430,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3440,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3450,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3460,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3480,Minimum Requirements: Windows 98/ME/2000/XP/Vista 256 MB RAM 500MHz or faster DirectX: 7.0,
3483,Minimum Requirements: Windows 2000/XP/Vista 256 MB RAM 700MHz or faster DirectX: 7.0,
3490,Minimum Requirements: Windows 98/ME/2000/XP 128 MB RAM 500MHz or faster DirectX: 7.0,
3500,Minimum: OS: Microsoft Windows XP/Vista/2000Processor: Intel Pentium 350Mhz or greater RAM: 128 MB RAM or greaterHard drive: 75 MB of free spaceVideo: 16-bit graphics cardAudio: 16-bit audio card,
3510,Minimum:OS: Microsoft® Windows® XP Vista™ or 2000Processor: 350 Mhz Pentium or greater CPUMemory: 128 MB RAM or greaterGraphics: 16-bit Graphics and Sound cardDirectX Version: DirectX7 or laterHard Drive: 75 MB free hard drive space,
3520,OS: XP/Vista/2000Processor: 350Mhz Pentium or greaterMemory: 256 MB RAM or greaterGraphics: 16-bit Graphics cardDirectX Version: DirectX7 or laterSound: 16-bit Sound cardHard Drive: 34MB,
3530,OS: Windows XP/Vista/2000                    Processor: 350Mhz Pentium or greater CPU                    Memory: 128 MB RAM or greater                    Sound and Graphics: 32-bit Graphics and Sound card                    DirectX: DirectX 7 or later                    Hard Drive: 75 MB free hard drive space,
3540,Minimum:                                        Supported OS: Windows(r) 2000/XP/Vista                    Processor: 700MHz                    Memory: 256MB RAM                    Video: DirectX-compatible; 16MB                    DirectX(r) Version: 8                    Sound: DirectX-compatible                    Hard Drive: 50+MB,Recommended:                                        Processor: 1+GHz                    Memory: 512+MB RAM                    Video: DirectX-compatible; 32+MB                    DirectX(r) Version: 9.0c+
3560,Supported OS: Windows XP/Vista                    DirectX Version: DirectX 8 or later                    Processor: 1.2GHz processor                    Memory: 256MB of RAM (512+MB recommended)                    Graphics Card: DirectX-compatible video with 32MB of video memory                    Sound: DirectX Compatible Sound Card                    Hard Drive: 250MB of free hard drive space,
3570,OS: Windows XP/Vista/2000                    Processor: 350Mhz Pentium or greater CPU                    Memory: 256 MB RAM or greater                    Graphics: DirectX7 or later                    Hard Drive: 50MB Free space                    Sound: 16-bit Graphics and Sound card,
3580,Operating System: Microsoft(r) Windows(r) 2000/XP/Vista                    Processor: 700 Mhz or higher                    Memory: 256MB of RAM (512+MB recommended)                    Hard Disk Space: 50 MB (or More) Available HDD Space                    Video Card: DirectX(r) compatible with 16 MB of Video Memory                    Sound Card: DirectX(r) compatible Sound Card                    DirectX(r) Version: DirectX(r) 8 or above,
3590,OS: Windows XP/Vista/7                    Processor: 1.2GHz+ processor                    Memory: 1GB of RAM                    Graphics: 128MB of video memory 16-bit or 32-bit color quality                    DirectX: DirectX 8 or later                    Hard Drive: 65+MB of free hard drive space                    Sound: DirectX-compatible sound,
3600,OS: Windows XP/Vista/2000                    Processor: 350Mhz Pentium or greater CPU                    Memory: 256 MB RAM or greater                    Sound and Graphics: 16-bit Graphics and Sound card                    DirectX: DirectX 7 or later                    Hard Drive: 42MB Free Space,
3610,OS: Windows XP/Vista/2000Processor: 350Mhz Pentium or greater CPUMemory: 256 MB RAM or greaterGraphics: 16-bit DirectX®: DirectX7 or laterHard Drive: 40 MBSound: 16-bit,
3620,OS: Windows XP/VistaProcessor:700MHz (minimum lo-res mode); 1+GHz (recommended hi-res mode)Memory:256MB (minimum lo-res mode); 768+MB (recommended hi-res mode)Graphics: DirectX-compatible; 16MB (minimum lo-res mode) 92+MB (recommended hi-res mode) 16-bit or 32-bit color mode (256 colors may not work) - Note: For hi-res mode you need at least 768MB of RAM and at least 92MB of video RAM as well as a desktop resolution greater than or equal to 1000 pixels in height.DirectX®: 8.1 (required lo-res mode); 9.0c+ (required hi-res mode) Hard Drive: 250+MBSound: DirectX-compatibleInternet: Internet connection is required to register/unlock game trials,
3700,OS: Windows XP / VistaProcessor: 1GHz Pentium CPU or equivalentMemory: 256Mb RAMGraphics: GeForce2 32Mb or equivalentDirectX(r): DirectX 9.0cHard Drive: 4Gb free hard disk spaceSound: Windows compatible sound card,
3710,Supported OS:  Microsoft(r) Windows(r) XP/VistaProcessor:  Intel Pentium III or AMD Athlon 700MHz computer or equivalentGraphics:  32MB graphics card that supports Transform and Lighting (GeForce 1 ATI Radeon 7500 or better)Sound:  Windows compatible sound card DirectX Version: DirectX 9.0Memory:  128 MB RAMHard Drive:  1.5 GB free hard disk space,
3720,Supported OS: Microsoft Windows XP / Vista                    Processor: Pentium(r) III 800MHz processor                    Memory: 128MB RAM                    Graphics: GeForce2 16Mb or equivalent                     Hard Drive: 1.4 GB of free hard drive space                    Sound Card: Windows compatible sound cardDirectX9(r): DirectX 9.0c,
3730,OS: Windows XP Windows Vista Windows 7Processor: Pentium II 400 MMXMemory: 128MBGraphics: DirectX compatible graphics cardDirectX(r): DirectX 9.0cHard Drive:500MBSound: DirectX compatible sound card Controller Support: XBox 360 Controller for Windows,
3800,Minimum: Windows 2000/XP 2.0 GHz Processor 256 MB of RAM 128 MB ATI 9000 or higher or 128 MB GeForce 3 or higher (except GeForce 4 MX) DirectX 8.1 or higher compatible sound card DirectX 9.0 (included with download) 5.5 GB Minimum Hard Drive Space NVIDIA nForce or other motherboards / soundcards containing the Dolby Digital Interactive Content Encoder required for Dolby Digital audio Windows-compatible keyboard and mouseRecommended:Windows 2000/XP 3.4 GHz Processor 512 MB of RAM 256 MB GeForce FX 5600 or higher or ATI Radeon 9600 or higher Sound Blaster Audigy 2 series sound card or higher Game Pad,
3810,Minimum: Windows 98/2000/XP 733 MHz processor 128MB RAM 200MB virtual memory  2 GB free hard disc space DirectX 8.1 or higher (included with game) DirectX compatible sound card 100% DirectX 8.1 compatible video card ATI Radeon GeForce 2 or higher with Hardware T&L (Transform & Lighting). Excludes GeForce MX and Go series cards. See full list below.Excluded cards:- TnT/TnT 2- ATI Rage (any kind) - ATI Radeon VE and Radeon 7000 - ATI Mobility Radeon (original laptop) - Kyro 1 & 2 (example Hercules 3D Prophet 4000/4500) - any Voodoo card - any Intel card - any Matrox card (except the Parhelia) - any kind of integrated graphics (except the nForce) Recommended: Windows XP Pentium 4 2.53 GHz or AMD equivalent 512 MB RAM 200MB virtual memory 2 GB free hard disc space 64MB nVidia GeForce 3 GeForce 4 Ti or ATI Radeon 8500 video card DirectX 8.1 or higher (included with game) Sound Blaster Audigy sound card,
3820,Minimum: Windows 98 SE/2000/XP 1.2 GHz processor 256MB RAM 200MB virtual memory 5 GB free hard disc space DirectX 8.1 or higher (included with game) DirectX compatible sound card 100% DirectX 8.1 compatible video card GeForce 3 or higher with Hardware T&L (Transform & Lighting). Excludes GeForce MX and Go series cards. See full list below.Excluded cards:- ATI Rage (all) Radeon VE and Radeon 7000 7500 9000 - ATI Mobility Radeon (original laptop) - NVidia GeForce 4 MX 420 or 440 PCI - Nvidia Quadro NVS - Nvidia GeForce 2 series - Nvidia Geforce4 440 Go 64M (laptop users) - Kyro 3D Prophet - Matrox - 3D Labs - Intel Onboard (all versions) Recommended: Windows XP Pentium 4 2.0 GHz or AMD equivalent 512 MB RAM 200MB virtual memory 5 GB free hard disc space 100% DirectX 8.1 compatible video card Matrox Pahrelia Nvidia GeForce 6800 ATI Radeon X800 9600 9700 9800 or better DirectX 8.1 or higher DirectX compatible sound card,
3830,OS: Windows 98 SE/2000/XPProcessor: 1.0 GHz Pentium(R) III and AMD Athlon(tm)Memory: 256 MB of RAMGraphics: 64 MB GeForce (tm) 3 or higher or ATI(R) Radeon 8500 or higher (except GeForce 4 MX and Go series)DirectX(r): version 9.0 or higher (included with game)Hard Drive: 3.75 GB minimum hard drive spaceSound: DirectX&reg 9.0 or higher compatible sound cardControls: Windows-compatible keyboard and mouse,OS: Windows 2000/XPProcessor: 2.0 GHz Pentium(R) IV and AMD Athlon(tm)Memory: 512 MB of RAMGraphics:  128 MB GeForce FX 5600 or higher or ATI(R) Radeon 9600 or higherDirectX(r): version 9.0 or higher (included with game)Hard Drive: 6.0 GB minimum hard drive spaceSound: DirectX&reg 9.0 or higher and Sound Blaster Audigy 2 series sound cardControls: Game Pad (optional)
3900,Minimum: Windows 2000/XP 1.2GHz Intel Pentium 4 or AMD Athlon processor or equivalent 256MB RAM 64 MB Video Card w/ Hardware T&L (GeForce 2/Radeon 7500 or better) DirectX7 compatible sound card 1.7GB of free hard drive space DirectX9.0c (included)Recommended: Windows 2000/XP 1.8GHz Intel Pentium 4 or AMD Athlon processor or equivalent/better 512 MB RAM 128 MB Video Card w/ DirectX 8 support (pixel and vertex shaders) DirectX7 compatible sound card 1.7GB of free hard drive space DirectX9.0c (included),
